stdio    D         file_stdio.c:107  file_stdio_fopen                 [   0.00000] opening D:\chava\Documents\Projects\C++\TestingProjectBackgroud\x64\Debug\allegro5.cfg r
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   1.30539] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   1.30549] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   1.30559] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   1.30571] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   1.30585] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   1.30597] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   1.30608] Fake format
d3d      D         d3d_disp.cpp:1205 real_choose_bitmap_format        [   1.30618] Alpha doesn't match
d3d      D         d3d_disp.cpp:1212 real_choose_bitmap_format        [   1.30629] Adapter format is 23
d3d      D         d3d_disp.cpp:1215 real_choose_bitmap_format        [   1.30641] Found a format
d3d      I         d3d_disp.cpp:2386 d3d_create_bitmap                [   1.30652] Chose bitmap format 9
font     D                ttf.c:243  alloc_glyph_region               [   1.30755] Glyph 56: 31x30 (32x32)
font     D                ttf.c:287  alloc_glyph_region               [   1.30777] Locking glyph region: 0000022878257840 0 0 32 32
font     D                ttf.c:167  unlock_current_page              [   1.30935] Unlocking page: 0000022878257840
font     D                ttf.c:243  alloc_glyph_region               [   1.30979] Glyph 27: 10x30 (12x32)
font     D                ttf.c:287  alloc_glyph_region               [   1.30996] Locking glyph region: 0000022878257840 32 0 12 32
font     D                ttf.c:167  unlock_current_page              [   1.31035] Unlocking page: 0000022878257840
font     D                ttf.c:243  alloc_glyph_region               [   1.31080] Glyph 38: 34x30 (36x32)
font     D                ttf.c:287  alloc_glyph_region               [   1.31106] Locking glyph region: 0000022878257840 44 0 36 32
font     D                ttf.c:167  unlock_current_page              [   1.31141] Unlocking page: 0000022878257840
font     D                ttf.c:243  alloc_glyph_region               [   1.31166] Glyph 60: 31x30 (32x32)
font     D                ttf.c:287  alloc_glyph_region               [   1.31179] Locking glyph region: 0000022878257840 80 0 32 32
font     D                ttf.c:167  unlock_current_page              [   1.31199] Unlocking page: 0000022878257840
font     D                ttf.c:243  alloc_glyph_region               [   1.31221] Glyph 37: 30x30 (32x32)
font     D                ttf.c:287  alloc_glyph_region               [   1.31233] Locking glyph region: 0000022878257840 112 0 32 32
font     D                ttf.c:167  unlock_current_page              [   1.31253] Unlocking page: 0000022878257840
font     D                ttf.c:243  alloc_glyph_region               [   1.31274] Glyph 248: 31x30 (32x32)
font     D                ttf.c:287  alloc_glyph_region               [   1.31286] Locking glyph region: 0000022878257840 144 0 32 32
font     D                ttf.c:167  unlock_current_page              [   1.31307] Unlocking page: 0000022878257840
font     D                ttf.c:243  alloc_glyph_region               [   1.31326] Glyph 54: 31x30 (32x32)
font     D                ttf.c:287  alloc_glyph_region               [   1.31337] Locking glyph region: 0000022878257840 176 0 32 32
font     D                ttf.c:167  unlock_current_page              [   1.31356] Unlocking page: 0000022878257840
font     D                ttf.c:243  alloc_glyph_region               [   1.31382] Glyph 13: 30x30 (32x32)
font     D                ttf.c:287  alloc_glyph_region               [   1.31398] Locking glyph region: 0000022878257840 208 0 32 32
font     D                ttf.c:167  unlock_current_page              [   1.31463] Unlocking page: 0000022878257840
font     D                ttf.c:243  alloc_glyph_region               [   1.31511] Glyph 43: 31x30 (32x32)
font     D                ttf.c:287  alloc_glyph_region               [   1.31573] Locking glyph region: 0000022878257840 240 0 32 32
font     D                ttf.c:167  unlock_current_page              [   1.31605] Unlocking page: 0000022878257840
font     D                ttf.c:243  alloc_glyph_region               [   1.31634] Glyph 40: 30x30 (32x32)
font     D                ttf.c:287  alloc_glyph_region               [   1.31652] Locking glyph region: 0000022878257840 272 0 32 32
font     D                ttf.c:167  unlock_current_page              [   1.31682] Unlocking page: 0000022878257840
font     D                ttf.c:243  alloc_glyph_region               [   1.31716] Glyph 24: 29x30 (32x32)
font     D                ttf.c:287  alloc_glyph_region               [   1.31736] Locking glyph region: 0000022878257840 304 0 32 32
font     D                ttf.c:167  unlock_current_page              [   1.31766] Unlocking page: 0000022878257840
font     D                ttf.c:243  alloc_glyph_region               [   1.31804] Glyph 25: 30x30 (32x32)
font     D                ttf.c:287  alloc_glyph_region               [   1.31827] Locking glyph region: 0000022878257840 336 0 32 32
font     D                ttf.c:167  unlock_current_page              [   1.31854] Unlocking page: 0000022878257840
font     D                ttf.c:243  alloc_glyph_region               [   1.31885] Glyph 18: 29x30 (32x32)
font     D                ttf.c:287  alloc_glyph_region               [   1.31899] Locking glyph region: 0000022878257840 368 0 32 32
font     D                ttf.c:167  unlock_current_page              [   1.31938] Unlocking page: 0000022878257840
font     D                ttf.c:475  cache_glyph                      [   1.31959] Glyph 3 has zero size.
font     D                ttf.c:243  alloc_glyph_region               [   1.31978] Glyph 17: 31x30 (32x32)
font     D                ttf.c:287  alloc_glyph_region               [   1.31989] Locking glyph region: 0000022878257840 400 0 32 32
font     D                ttf.c:167  unlock_current_page              [   1.32015] Unlocking page: 0000022878257840
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   1.32485] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   1.32515] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   1.32770] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   1.32801] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   1.32974] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   1.33047] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   1.33230] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   1.33344] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   1.33522] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   1.33668] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   1.34006] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   1.34048] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   1.34496] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   1.34543] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   1.34724] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   1.34764] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   1.34920] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   1.34974] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   1.35189] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   1.35232] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   1.35424] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   1.35462] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   1.35622] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   1.35662] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   1.35864] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   1.35923] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   1.36079] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   1.36110] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   1.36273] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   1.36302] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   1.36458] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   1.36490] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   1.36664] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   1.36719] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   1.36939] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   1.36983] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   1.37159] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   1.37249] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   1.37409] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   1.37465] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   1.37631] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   1.37660] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   1.37826] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   1.37861] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   1.38065] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   1.38102] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   1.38197] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   1.38226] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   1.38291] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   1.38316] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   1.38375] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   1.38406] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   1.38499] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   1.38525] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   1.38623] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   1.38651] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [  65.89646] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [  65.89663] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [  65.89671] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [  65.89682] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [  65.89695] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [  65.89706] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [  65.89718] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [  65.89727] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [  65.89738] Fake format
d3d      D         d3d_disp.cpp:1205 real_choose_bitmap_format        [  65.89747] Alpha doesn't match
d3d      D         d3d_disp.cpp:1212 real_choose_bitmap_format        [  65.89759] Adapter format is 23
d3d      D         d3d_disp.cpp:1215 real_choose_bitmap_format        [  65.89770] Found a format
d3d      I         d3d_disp.cpp:2386 d3d_create_bitmap                [  65.89781] Chose bitmap format 9
font     D                ttf.c:243  alloc_glyph_region               [  65.89856] Glyph 51: 22x21 (24x24)
font     D                ttf.c:287  alloc_glyph_region               [  65.89875] Locking glyph region: 00000228782587C0 0 0 24 24
font     D                ttf.c:167  unlock_current_page              [  65.89941] Unlocking page: 00000228782587C0
font     D                ttf.c:243  alloc_glyph_region               [  65.89982] Glyph 151: 8x23 (8x24)
font     D                ttf.c:287  alloc_glyph_region               [  65.89997] Locking glyph region: 00000228782587C0 24 0 8 24
font     D                ttf.c:167  unlock_current_page              [  65.90017] Unlocking page: 00000228782587C0
font     D                ttf.c:243  alloc_glyph_region               [  65.90040] Glyph 206: 19x18 (20x20)
font     D                ttf.c:287  alloc_glyph_region               [  65.90052] Locking glyph region: 00000228782587C0 32 0 20 20
font     D                ttf.c:167  unlock_current_page              [  65.90072] Unlocking page: 00000228782587C0
font     D                ttf.c:243  alloc_glyph_region               [  65.90089] Glyph 175: 19x18 (20x20)
font     D                ttf.c:287  alloc_glyph_region               [  65.90106] Locking glyph region: 00000228782587C0 52 0 20 20
font     D                ttf.c:167  unlock_current_page              [  65.90127] Unlocking page: 00000228782587C0
font     D                ttf.c:475  cache_glyph                      [  65.90143] Glyph 3 has zero size.
font     D                ttf.c:243  alloc_glyph_region               [  65.90163] Glyph 247: 22x21 (24x24)
font     D                ttf.c:287  alloc_glyph_region               [  65.90173] Locking glyph region: 00000228782587C0 72 0 24 24
font     D                ttf.c:167  unlock_current_page              [  65.90195] Unlocking page: 00000228782587C0
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [  65.90220] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [  65.90233] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [  65.90243] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [  65.90252] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [  65.90261] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [  65.90270] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [  65.90279] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [  65.90288] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [  65.90297] Fake format
d3d      D         d3d_disp.cpp:1205 real_choose_bitmap_format        [  65.90306] Alpha doesn't match
d3d      D         d3d_disp.cpp:1212 real_choose_bitmap_format        [  65.90315] Adapter format is 23
d3d      D         d3d_disp.cpp:1215 real_choose_bitmap_format        [  65.90325] Found a format
d3d      I         d3d_disp.cpp:2386 d3d_create_bitmap                [  65.90336] Chose bitmap format 9
font     D                ttf.c:243  alloc_glyph_region               [  65.90607] Glyph 182: 40x69 (40x72)
font     D                ttf.c:287  alloc_glyph_region               [  65.90622] Locking glyph region: 0000022878257A30 0 0 40 72
font     D                ttf.c:167  unlock_current_page              [  65.91281] Unlocking page: 0000022878257A30
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  65.91387] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  65.91415] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  65.91547] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  65.91577] _al_d3d_sync_bitmap (video) ref count == 1
font     D                ttf.c:243  alloc_glyph_region               [  79.54062] Glyph 182: 14x21 (16x24)
font     D                ttf.c:287  alloc_glyph_region               [  79.54087] Locking glyph region: 00000228782587C0 96 0 16 24
font     D                ttf.c:167  unlock_current_page              [  79.54101] Unlocking page: 00000228782587C0
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  79.54200] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  79.54224] _al_d3d_sync_bitmap (video) ref count == 1
font     D                ttf.c:243  alloc_glyph_region               [  87.03979] Glyph 220: 22x21 (24x24)
font     D                ttf.c:287  alloc_glyph_region               [  87.04007] Locking glyph region: 00000228782587C0 112 0 24 24
font     D                ttf.c:167  unlock_current_page              [  87.04021] Unlocking page: 00000228782587C0
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  87.04113] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  87.04136] _al_d3d_sync_bitmap (video) ref count == 1
font     D                ttf.c:243  alloc_glyph_region               [  94.53995] Glyph 218: 22x21 (24x24)
font     D                ttf.c:287  alloc_glyph_region               [  94.54032] Locking glyph region: 00000228782587C0 136 0 24 24
font     D                ttf.c:167  unlock_current_page              [  94.54051] Unlocking page: 00000228782587C0
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  94.54153] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  94.54182] _al_d3d_sync_bitmap (video) ref count == 1
font     D                ttf.c:243  alloc_glyph_region               [ 102.03979] Glyph 141: 21x21 (24x24)
font     D                ttf.c:287  alloc_glyph_region               [ 102.04005] Locking glyph region: 00000228782587C0 160 0 24 24
font     D                ttf.c:167  unlock_current_page              [ 102.04018] Unlocking page: 00000228782587C0
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [ 102.04124] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [ 102.04151] _al_d3d_sync_bitmap (video) ref count == 1
font     D                ttf.c:243  alloc_glyph_region               [ 108.17321] Glyph 220: 68x69 (68x72)
font     D                ttf.c:287  alloc_glyph_region               [ 108.17346] Locking glyph region: 0000022878257A30 40 0 68 72
font     D                ttf.c:167  unlock_current_page              [ 108.17372] Unlocking page: 0000022878257A30
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [ 108.17851] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [ 108.17877] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [ 114.79000] removed dtor for bitmap 00000228782110D0
dtor     D               dtor.c:227  _al_unregister_destructor        [ 114.79162] removed dtor for bitmap 0000022878211660
dtor     D               dtor.c:227  _al_unregister_destructor        [ 114.79274] removed dtor for bitmap 00000228782585D0
dtor     D               dtor.c:227  _al_unregister_destructor        [ 114.79348] removed dtor for bitmap 0000022878254060
dtor     D               dtor.c:227  _al_unregister_destructor        [ 114.79401] removed dtor for bitmap 0000022878257C20
dtor     D               dtor.c:227  _al_unregister_destructor        [ 114.79446] removed dtor for bitmap 0000022878257080
dtor     D               dtor.c:227  _al_unregister_destructor        [ 114.79491] removed dtor for bitmap 0000022878258000
dtor     D               dtor.c:227  _al_unregister_destructor        [ 114.79542] removed dtor for bitmap 00000228782102F0
dtor     D               dtor.c:227  _al_unregister_destructor        [ 114.79641] removed dtor for bitmap 0000022878251A60
dtor     D               dtor.c:227  _al_unregister_destructor        [ 114.79783] removed dtor for bitmap 000002287821CFD0
dtor     D               dtor.c:227  _al_unregister_destructor        [ 114.79903] removed dtor for bitmap 0000022878216340
dtor     D               dtor.c:227  _al_unregister_destructor        [ 114.80037] removed dtor for bitmap 0000022878251370
dtor     D               dtor.c:227  _al_unregister_destructor        [ 114.80125] removed dtor for bitmap 000002287821C8E0
dtor     D               dtor.c:227  _al_unregister_destructor        [ 114.80249] removed dtor for bitmap 000002287821CAD0
dtor     D               dtor.c:227  _al_unregister_destructor        [ 114.80342] removed dtor for bitmap 000002287821CCC0
dtor     D               dtor.c:227  _al_unregister_destructor        [ 114.80455] removed dtor for bitmap 0000022878219510
dtor     D               dtor.c:227  _al_unregister_destructor        [ 114.80559] removed dtor for bitmap 0000022878219700
dtor     D               dtor.c:227  _al_unregister_destructor        [ 114.80669] removed dtor for bitmap 000002287821B900
dtor     D               dtor.c:227  _al_unregister_destructor        [ 114.80756] removed dtor for bitmap 000002287820EF60
dtor     D               dtor.c:227  _al_unregister_destructor        [ 114.80884] removed dtor for bitmap 000002287820F150
dtor     D               dtor.c:227  _al_unregister_destructor        [ 114.80981] removed dtor for bitmap 0000022878254820
dtor     D               dtor.c:227  _al_unregister_destructor        [ 114.81092] removed dtor for bitmap 0000022878254C00
dtor     D               dtor.c:227  _al_unregister_destructor        [ 114.81183] removed dtor for bitmap 0000022878254250
dtor     D               dtor.c:227  _al_unregister_destructor        [ 114.81294] removed dtor for bitmap 0000022878254A10
dtor     D               dtor.c:227  _al_unregister_destructor        [ 114.81396] removed dtor for bitmap 0000022878254440
dtor     D               dtor.c:227  _al_unregister_destructor        [ 114.81477] removed dtor for bitmap 0000022878254630
dtor     D               dtor.c:227  _al_unregister_destructor        [ 114.81583] removed dtor for bitmap 0000022878254DF0
d3d      I         d3d_disp.cpp:910  d3d_destroy_display              [ 114.81675] destroying display 0000022871490810 (current 0000000000000000)
bitmap   D        bitmap_type.c:308  _al_convert_to_memory_bitmap     [ 114.81968] converting display bitmap 0000022878257A30 to memory bitmap
dtor     D               dtor.c:196  _al_register_destructor          [ 114.86884] added dtor for bitmap 0000022878258000, func 00007FFFBEE4118B
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [ 114.86906] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [ 114.86920] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [ 114.87891] removed dtor for bitmap 0000022878258000
bitmap   D        bitmap_type.c:308  _al_convert_to_memory_bitmap     [ 114.88325] converting display bitmap 00000228782587C0 to memory bitmap
dtor     D               dtor.c:196  _al_register_destructor          [ 114.88379] added dtor for bitmap 0000022878258D90, func 00007FFFBEE4118B
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [ 114.88396] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [ 114.88409] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [ 114.88534] removed dtor for bitmap 0000022878258D90
bitmap   D        bitmap_type.c:308  _al_convert_to_memory_bitmap     [ 114.88670] converting display bitmap 0000022878257840 to memory bitmap
dtor     D               dtor.c:196  _al_register_destructor          [ 114.88777] added dtor for bitmap 0000022878257080, func 00007FFFBEE4118B
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [ 114.88799] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [ 114.88812] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [ 114.88928] removed dtor for bitmap 0000022878257080
d3d      D         d3d_disp.cpp:894  d3d_destroy_display_internals    [ 114.89035] waiting for display 0000022871490810's thread to end
d3d      W         d3d_disp.cpp:603  d3d_destroy_device               [ 114.90350] d3d_destroy_device: ref count not 0
d3d      W         d3d_disp.cpp:603  d3d_destroy_device               [ 114.90410] d3d_destroy_device: ref count not 0
d3d      I         d3d_disp.cpp:1557 d3d_display_thread_proc          [ 114.94468] d3d display thread exits
dtor     D               dtor.c:227  _al_unregister_destructor        [ 114.94555] removed dtor for queue 0000022878278630
dtor     D               dtor.c:227  _al_unregister_destructor        [ 114.94585] removed dtor for timer 0000022873146110
dtor     D               dtor.c:227  _al_unregister_destructor        [ 114.94606] removed dtor for timer 00000228731493B0
dtor     D               dtor.c:227  _al_unregister_destructor        [ 114.94619] removed dtor for timer 0000022873147970
dtor     D               dtor.c:227  _al_unregister_destructor        [ 114.94630] removed dtor for ttf_font 000002287323E900
dtor     D               dtor.c:227  _al_unregister_destructor        [ 114.94709] removed dtor for ttf_font 00000228782023D0
dtor     D               dtor.c:227  _al_unregister_destructor        [ 114.95042] removed dtor for ttf_font 00000228782021A0
dtor     D               dtor.c:227  _al_unregister_destructor        [ 114.95107] removed dtor for sample 0000022878290180
dtor     D               dtor.c:227  _al_unregister_destructor        [ 114.95384] removed dtor for sample_instance 0000022878253A90
dtor     D               dtor.c:227  _al_unregister_destructor        [ 114.96925] removed dtor for sample_instance 00000228781F0110
dtor     D               dtor.c:227  _al_unregister_destructor        [ 114.96955] removed dtor for mixer 000002287148C600
audio-dsound D           dsound.cpp:539  _dsound_stop_voice               [ 114.96967] Stopping voice
audio-dsound D           dsound.cpp:556  _dsound_stop_voice               [ 114.96985] Joining thread
audio-dsound D           dsound.cpp:562  _dsound_stop_voice               [ 114.97708] Joined thread
audio-dsound D           dsound.cpp:564  _dsound_stop_voice               [ 114.97726] Destroying thread
audio-dsound D           dsound.cpp:566  _dsound_stop_voice               [ 114.97737] Thread destroyed
audio-dsound D           dsound.cpp:573  _dsound_stop_voice               [ 114.97746] Releasing buffer
audio-dsound I           dsound.cpp:577  _dsound_stop_voice               [ 114.97758] Voice stopped
dtor     D               dtor.c:227  _al_unregister_destructor        [ 114.97770] removed dtor for voice 0000022873229450
audio-dsound D           dsound.cpp:391  _dsound_deallocate_voice         [ 114.97783] Deallocating voice
audio-dsound D           dsound.cpp:396  _dsound_deallocate_voice         [ 114.97796] Deallocated voice
audio-dsound D           dsound.cpp:304  _dsound_close                    [ 114.97807] Releasing device
audio-dsound D           dsound.cpp:309  _dsound_close                    [ 114.99842] Released device
audio-dsound I           dsound.cpp:310  _dsound_close                    [ 114.99858] DirectSound closed
